,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
45,45,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,60086,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,8593,8689,96,2,132,8593,8689,96,2,132,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,96,96.0,0.0,96,96,96.0,0.0,96,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,isatap,,,,
46,46,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,0,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,0,2,4,0,0,304705,422204,117499,2,92,304705,422204,117499,2,92,0,0,0,0,0,46,46.0,0.0,46,46,46.0,0.0,46,0,0.0,0.0,0,117499,117499.0,0.0,117499,117499,117499.0,0.0,117499,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
47,47,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,54611,52.169.120.89,1c:6f:65:c0:43:92,1c:6f:65,53,17,4,0,0,8461,8530,69,2,184,8461,8461,0,1,76,8530,8530,0,1,108,76,92.0,22.62741699796952,108,76,76.0,0.0,76,108,108.0,0.0,108,69,69.0,0.0,69,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,dns.msftncsi.com,,,,
48,48,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,8699,8699,0,1,86,8699,8699,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
49,49,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,64234,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,8706,8799,93,2,130,8706,8799,93,2,130,0,0,0,0,0,65,65.0,0.0,65,65,65.0,0.0,65,0,0.0,0.0,0,93,93.0,0.0,93,93,93.0,0.0,93,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
50,50,0,fd2d:ab8c:225:0:3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,8699,8699,0,1,86,8699,8699,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
51,51,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,50968,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,9302,9400,98,2,170,9302,9400,98,2,170,0,0,0,0,0,85,85.0,0.0,85,85,85.0,0.0,85,0,0.0,0.0,0,98,98.0,0.0,98,98,98.0,0.0,98,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
52,52,0,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,08:00:27:bd:f2:09,08:00:27,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,8699,8699,0,1,86,8699,8699,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
53,53,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,59165,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,1900,17,4,0,0,9453,27857,18404,19,3289,9453,27857,18404,19,3289,0,0,0,0,0,165,173.1052631578947,3.7990457404474207,175,165,173.1052631578947,3.7990457404474207,175,0,0.0,0.0,0,29,1022.4444444444443,1033.0910342110808,3012,29,1022.4444444444443,1033.0910342110808,3012,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250,,,,
54,54,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,55337,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,8706,8799,93,2,170,8706,8799,93,2,170,0,0,0,0,0,85,85.0,0.0,85,85,85.0,0.0,85,0,0.0,0.0,0,93,93.0,0.0,93,93,93.0,0.0,93,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
55,55,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,1900,ff02::c,33:33:00:00:00:0c,33:33:00,1900,17,6,0,0,9460,17923,8463,18,9903,9460,17923,8463,18,9903,0,0,0,0,0,505,550.1666666666667,30.86069268407916,585,505,550.1666666666667,30.86069268407916,585,0,0.0,0.0,0,130,497.8235294117648,418.5746999183834,1332,130,497.8235294117648,418.5746999183834,1332,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,[ff02::c],,,,
56,56,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,54789,52.169.120.89,1c:6f:65:c0:43:92,1c:6f:65,53,17,4,0,0,8828,8897,69,2,405,8828,8828,0,1,85,8897,8897,0,1,320,85,202.5,166.17009357883867,320,85,85.0,0.0,85,320,320.0,0.0,320,69,69.0,0.0,69,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Microsoft,Network,0,6,teredo.ipv6.microsoft.com,,,,
57,57,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,60340,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,9916,10011,95,2,170,9916,10011,95,2,170,0,0,0,0,0,85,85.0,0.0,85,85,85.0,0.0,85,0,0.0,0.0,0,95,95.0,0.0,95,95,95.0,0.0,95,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
58,58,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,59162,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,9302,9400,98,2,130,9302,9400,98,2,130,0,0,0,0,0,65,65.0,0.0,65,65,65.0,0.0,65,0,0.0,0.0,0,98,98.0,0.0,98,98,98.0,0.0,98,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
59,59,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,54946,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,9917,10011,94,2,130,9917,10011,94,2,130,0,0,0,0,0,65,65.0,0.0,65,65,65.0,0.0,65,0,0.0,0.0,0,94,94.0,0.0,94,94,94.0,0.0,94,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
60,60,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,64989,ff02::c,33:33:00:00:00:0c,33:33:00,3702,17,6,0,0,9414,16901,7487,11,11572,9414,16901,7487,11,11572,0,0,0,0,0,1052,1052.0,0.0,1052,1052,1052.0,0.0,1052,0,0.0,0.0,0,10,748.6999999999999,1405.9218446746368,3701,10,748.6999999999999,1405.9218446746368,3701,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSD,Network,0,6,,,,,
61,61,0,0.0.0.0,ac:bc:32:bc:11:6d,ac:bc:32,68,255.255.255.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,67,17,4,0,0,67590,67590,0,1,342,67590,67590,0,1,342,0,0,0,0,0,342,342.0,0.0,342,342,342.0,0.0,342,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DHCP,Network,0,6,ashiroko-m-m2an,"1,121,3,6,15,119,252,95,44,46",,,
62,62,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,52984,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,10214,10311,97,2,130,10214,10311,97,2,130,0,0,0,0,0,65,65.0,0.0,65,65,65.0,0.0,65,0,0.0,0.0,0,97,97.0,0.0,97,97,97.0,0.0,97,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
63,63,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,57626,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,9602,9702,100,2,170,9602,9702,100,2,170,0,0,0,0,0,85,85.0,0.0,85,85,85.0,0.0,85,0,0.0,0.0,0,100,100.0,0.0,100,100,100.0,0.0,100,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
64,64,0,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,08:00:27:bd:f2:09,08:00:27,61286,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,17,6,0,0,10262,10263,1,2,176,10262,10262,0,1,88,10263,10263,0,1,88,88,88.0,0.0,88,88,88.0,0.0,88,88,88.0,0.0,88,1,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,wpad.lan,,,,
65,65,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,59318,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,9602,9702,100,2,130,9602,9702,100,2,130,0,0,0,0,0,65,65.0,0.0,65,65,65.0,0.0,65,0,0.0,0.0,0,100,100.0,0.0,100,100,100.0,0.0,100,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
66,66,0,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,08:00:27:bd:f2:09,08:00:27,63998,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,17,6,0,0,10573,10626,53,2,273,10573,10573,0,1,100,10626,10626,0,1,173,100,136.5,51.61879502661797,173,100,100.0,0.0,100,173,173.0,0.0,173,53,53.0,0.0,53,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Microsoft,Network,0,6,watson.microsoft.com,,,,
67,67,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,64433,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,10214,10311,97,2,170,10214,10311,97,2,170,0,0,0,0,0,85,85.0,0.0,85,85,85.0,0.0,85,0,0.0,0.0,0,97,97.0,0.0,97,97,97.0,0.0,97,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
68,68,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,0,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,0,2,4,0,0,549206,549206,0,1,46,549206,549206,0,1,46,0,0,0,0,0,46,46.0,0.0,46,46,46.0,0.0,46,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
69,69,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,49167,65.55.252.71,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,10660,42404,31744,24,5160,10660,42404,31744,12,1809,10660,42404,31744,12,3351,54,215.0,326.585097772321,1514,54,150.75,161.3810425951292,496,54,279.25,433.5450327873051,1514,0,1380.1739130434785,5799.795463887059,27887,0,2885.818181818182,8322.378516003484,27887,0,2885.818181818182,8392.375239682528,28087,2,0,0,0,22,10,1,1,1,0,0,0,11,5,0,0,1,0,0,0,11,5,1,1,TLS.Microsoft,Web,0,6,watson.microsoft.com,t10d120400_d94e65cdb899_f8ec56bc740a,184d532a16876b78846ae6a03f654890,,
70,70,0,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,0,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,08:00:27:bd:f2:09,08:00:27,0,58,6,0,0,10262,10262,0,1,86,10262,10262,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
71,71,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,58012,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,10727,10822,95,2,170,10727,10822,95,2,170,0,0,0,0,0,85,85.0,0.0,85,85,85.0,0.0,85,0,0.0,0.0,0,95,95.0,0.0,95,95,95.0,0.0,95,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
72,72,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,53264,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,10263,10362,99,2,168,10263,10362,99,2,168,0,0,0,0,0,84,84.0,0.0,84,84,84.0,0.0,84,0,0.0,0.0,0,99,99.0,0.0,99,99,99.0,0.0,99,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
73,73,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,56521,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,10745,10842,97,2,132,10745,10842,97,2,132,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,97,97.0,0.0,97,97,97.0,0.0,97,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,isatap,,,,
74,74,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,64388,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,10263,10362,99,2,128,10263,10362,99,2,128,0,0,0,0,0,64,64.0,0.0,64,64,64.0,0.0,64,0,0.0,0.0,0,99,99.0,0.0,99,99,99.0,0.0,99,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
75,75,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,52300,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,11389,11483,94,2,128,11389,11483,94,2,128,0,0,0,0,0,64,64.0,0.0,64,64,64.0,0.0,64,0,0.0,0.0,0,94,94.0,0.0,94,94,94.0,0.0,94,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
76,76,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,58121,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,10745,10842,97,2,172,10745,10842,97,2,172,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,97,97.0,0.0,97,97,97.0,0.0,97,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,isatap,,,,
77,77,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,52304,ff02::c,33:33:00:00:00:0c,33:33:00,3702,17,6,0,0,13388,19474,6086,4,2872,13388,19474,6086,4,2872,0,0,0,0,0,718,718.0,0.0,718,718,718.0,0.0,718,0,0.0,0.0,0,119,2028.6666666666663,3299.8485318773846,5839,119,2028.6666666666663,3299.8485318773846,5839,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSD,Network,0,6,,,,,
78,78,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::1:ff00:7a6,33:33:ff:00:07:a6,33:33:ff,0,58,6,0,0,527205,646205,119000,2,172,527205,646205,119000,2,172,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,119000,119000.0,0.0,119000,119000,119000.0,0.0,119000,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
79,79,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,51797,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,11389,11483,94,2,168,11389,11483,94,2,168,0,0,0,0,0,84,84.0,0.0,84,84,84.0,0.0,84,0,0.0,0.0,0,94,94.0,0.0,94,94,94.0,0.0,94,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
80,80,0,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,08:00:27:bd:f2:09,08:00:27,55838,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,17,6,0,0,13467,13498,31,2,208,13467,13467,0,1,96,13498,13498,0,1,112,96,104.0,11.31370849898476,112,96,96.0,0.0,96,112,112.0,0.0,112,31,31.0,0.0,31,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,dns.msftncsi.com,,,,
81,81,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,52302,ff02::c,33:33:00:00:00:0c,33:33:00,3702,17,6,0,0,12603,12705,102,2,1372,12603,12705,102,2,1372,0,0,0,0,0,686,686.0,0.0,686,686,686.0,0.0,686,0,0.0,0.0,0,102,102.0,0.0,102,102,102.0,0.0,102,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSD,Network,0,6,,,,,
82,82,0,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,08:00:27:bd:f2:09,08:00:27,51293,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,17,6,0,0,13500,13589,89,2,331,13500,13500,0,1,97,13589,13589,0,1,234,97,165.5,96.873629022557,234,97,97.0,0.0,97,234,234.0,0.0,234,89,89.0,0.0,89,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,ipv6.msftncsi.com,,,,
83,83,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,0,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,0,2,4,0,0,672704,672704,0,1,46,672704,672704,0,1,46,0,0,0,0,0,46,46.0,0.0,46,46,46.0,0.0,46,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
84,84,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,08:00:27:bd:f2:09,08:00:27,0,58,6,0,0,15270,15270,0,2,172,15270,15270,0,1,86,15270,15270,0,1,86,86,86.0,0.0,86,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
85,85,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,52303,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,3702,17,4,0,0,13388,19584,6196,4,2792,13388,19584,6196,4,2792,0,0,0,0,0,698,698.0,0.0,698,698,698.0,0.0,698,0,0.0,0.0,0,88,2065.333333333333,3302.629457467691,5878,88,2065.333333333333,3302.629457467691,5878,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSD,Network,0,6,,,,,
86,86,0,0.0.0.0,d8:58:d7:00:0f:72,d8:58:d7,0,224.0.0.1,01:00:5e:00:00:01,01:00:5e,0,2,4,0,0,170565,170565,0,1,60,170565,170565,0,1,60,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
87,87,0,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,08:00:27:bd:f2:09,08:00:27,63081,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,17,6,0,0,13590,13592,2,2,326,13590,13590,0,1,97,13592,13592,0,1,229,97,163.0,93.33809511662427,229,97,97.0,0.0,97,229,229.0,0.0,229,2,2.0,0.0,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,ipv6.msftncsi.com,,,,
88,88,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,0,224.0.0.253,01:00:5e:00:00:fd,01:00:5e,0,2,4,0,0,171704,171704,0,1,46,171704,171704,0,1,46,0,0,0,0,0,46,46.0,0.0,46,46,46.0,0.0,46,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
89,89,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,63848,157.56.120.208,1c:6f:65:c0:43:92,1c:6f:65,3544,17,4,0,0,16506,16540,34,2,254,16506,16506,0,1,103,16540,16540,0,1,151,103,127.0,33.94112549695428,151,103,103.0,0.0,103,151,151.0,0.0,151,34,34.0,0.0,34,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teredo,Network,0,6,,,,,
90,90,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,1900,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,1900,17,4,0,0,453478,461940,8462,18,9399,453478,461940,8462,18,9399,0,0,0,0,0,477,522.1666666666667,30.86069268407916,557,477,522.1666666666667,30.86069268407916,557,0,0.0,0.0,0,130,497.7647058823529,418.82835526796725,1333,130,497.7647058823529,418.82835526796725,1333,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250,,,,
91,91,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,143941,269381,125440,3,370,143941,269381,125440,3,370,0,0,0,0,0,86,123.33333333333331,64.66323014923809,198,86,123.33333333333331,64.66323014923809,198,0,0.0,0.0,0,46944,62720.0,22310.633159997946,78496,46944,62720.0,22310.633159997946,78496,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
92,92,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,56798,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,16533,16631,98,2,170,16533,16631,98,2,170,0,0,0,0,0,85,85.0,0.0,85,85,85.0,0.0,85,0,0.0,0.0,0,98,98.0,0.0,98,98,98.0,0.0,98,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
